date,scan_time,ticker,mode,score,pct_from_open,rvol,entry_price,return_1h_pct,max_gain_1h_pct,stop_hit_1h,return_2h_pct,max_gain_2h_pct,stop_hit_2h,return_4h_pct,max_gain_4h_pct,stop_hit_4h,return_eod_pct,max_gain_session_pct,level_price,level_touches,level_type,dist_pct,atr,stop_loss,return_1d_pct,max_gain_1d_pct,stop_hit_1d,return_3d_pct,max_gain_3d_pct,stop_hit_3d,return_5d_pct,max_gain_5d_pct,stop_hit_5d
2026-04-17,17:30 BST,AAME,MODE1_MOMENTUM,8.97,7.93,9.66,2.6281,0.45,0.45,False,-0.88,0.45,False,-0.88,0.45,False,-0.88,0.45,,,,,,,,,,,,,,,
2026-04-17,18:00 BST,AAME,MODE1_MOMENTUM,8.18,6.37,9.36,2.59,1.93,1.93,False,0.58,1.93,False,0.58,1.93,False,0.58,1.93,,,,,,,,,,,,,,,
2026-04-17,18:30 BST,AAME,MODE1_MOMENTUM,9.21,8.42,9.56,2.64,-1.33,0.0,False,-1.33,0.0,False,-1.33,0.0,False,-1.33,0.0,,,,,,,,,,,,,,,
2026-05-18,14:30 BST,AAME,SUPPORT_BOUNCE,4.43,,,2.25,,,,,,,,,,,,2.19,4.0,support,2.74,0.11,2.0414,-2.67,0.89,False,-0.44,0.89,False,-4.0,0.89,False
2026-05-20,14:30 BST,AAME,SUPPORT_BOUNCE,6.29,,,2.19,,,,,,,,,,,,2.155,4.0,support,1.62,0.1,2.0279,2.28,2.74,False,-1.37,2.74,False,2.28,2.74,False
2026-04-16,14:30 BST,AAP,RESISTANCE_WARNING,8.28,,,56.88,,,,,,,,,,,,57.1262,4.0,resistance,0.43,2.18,54.8869,1.07,2.92,False,3.25,3.32,False,2.25,7.14,False
2026-04-22,14:30 BST,AAP,SUPPORT_BOUNCE,7.55,,,58.73,,,,,,,,,,,,58.225,4.0,support,0.87,2.17,55.6239,-0.97,2.89,False,-1.46,2.89,False,-5.06,2.89,True
2026-04-24,14:30 BST,AAP,RESISTANCE_WARNING,4.86,,,58.16,,,,,,,,,,,,59.6401,4.0,resistance,2.48,2.18,56.5881,-0.5,1.48,False,-4.13,1.48,True,1.32,3.25,True
2026-04-27,14:30 BST,AAP,RESISTANCE_WARNING,4.92,,,58.18,,,,,,,,,,,,59.6401,4.0,resistance,2.45,2.18,56.5859,-2.72,1.41,True,2.29,3.15,True,-1.38,3.21,True
2026-04-28,14:30 BST,AAP,RESISTANCE_WARNING,4.05,,,57.87,,,,,,,,,,,,59.6401,4.0,resistance,2.97,2.26,56.7627,-3.65,-1.81,True,1.83,3.77,True,-1.68,3.77,True
2026-05-01,14:30 BST,AAP,RESISTANCE_WARNING,8.06,,,59.51,,,,,,,,,,,,59.8474,4.0,resistance,0.56,2.15,57.4446,-3.58,0.72,True,-2.42,0.72,True,-5.65,0.72,True
2026-05-04,14:30 BST,AAP,RESISTANCE_WARNING,4.18,,,58.93,,,,,,,,,,,,60.685,4.0,resistance,2.89,2.13,57.92,-3.44,-0.81,True,-2.88,0.12,True,-12.05,0.12,True
2026-05-21,15:30 BST,AAP,MODE1_MOMENTUM,7.66,5.32,5.44,60.655,0.93,1.31,False,2.18,2.53,False,-1.23,2.53,False,-3.37,2.53,,,,,,,,,,,,,,,
2026-05-21,16:00 BST,AAP,MODE1_MOMENTUM,7.9,5.81,5.35,60.935,1.58,1.77,False,-1.35,2.06,False,-2.39,2.06,False,-3.82,2.06,,,,,,,,,,,,,,,
2026-05-21,16:30 BST,AAP,MODE1_MOMENTUM,8.15,6.3,5.21,61.22,1.24,1.58,False,-1.28,1.58,False,-3.71,1.58,True,-4.26,1.58,,,,,,,,,,,,,,,
2026-05-29,14:30 BST,AAP,RESISTANCE_WARNING,6.73,,,59.86,,,,,,,,,,,,60.685,4.0,resistance,1.36,3.61,56.4393,-0.94,4.11,False,-4.58,4.11,True,-6.63,4.11,True
2026-06-01,14:30 BST,AAP,RESISTANCE_WARNING,6.23,,,60.24,,,,,,,,,,,,61.2584,4.0,resistance,1.66,3.58,57.3614,-4.3,-1.58,True,-7.22,-1.58,True,-7.22,-1.58,True
2026-06-02,14:30 BST,AAP,RESISTANCE_WARNING,4.43,,,59.3,,,,,,,,,,,,60.97,4.0,resistance,2.74,3.49,56.94,-3.68,-2.97,True,-5.75,-2.61,True,-5.75,-2.61,True
2026-05-07,14:30 BST,AAGIY,RESISTANCE_WARNING,4.79,,,44.5555,,,,,,,,,,,,45.7105,4.0,resistance,2.53,0.89,44.4938,-1.63,-1.54,True,-1.99,-1.32,True,-0.42,0.44,True
2026-05-14,14:30 BST,AAGIY,RESISTANCE_WARNING,5.51,,,44.7521,,,,,,,,,,,,45.7105,4.0,resistance,2.1,0.84,44.538,-2.0,-1.08,True,-4.09,-1.08,True,-3.51,-1.08,True
2026-05-15,14:30 BST,AAGIY,RESISTANCE_WARNING,4.11,,,44.3688,,,,,,,,,,,,45.7105,4.0,resistance,2.94,0.87,44.512,-1.64,-0.95,True,-3.63,-0.95,True,-3.1,-0.95,True
2026-04-22,15:30 BST,AACG,MODE1_MOMENTUM,8.2,6.39,8.97,1.115,2.24,2.24,False,-3.14,2.24,True,-0.45,2.24,True,1.35,3.04,,,,,,,,,,,,,,,
2026-04-22,16:00 BST,AACG,MODE1_MOMENTUM,8.2,6.39,8.97,1.115,-3.14,2.24,True,-1.35,2.24,True,3.04,3.04,True,1.35,3.04,,,,,,,,,,,,,,,
2026-04-22,16:30 BST,AACG,MODE1_MOMENTUM,9.39,8.78,7.56,1.14,-5.26,-0.0,True,-2.63,-0.0,True,0.78,0.78,True,-0.87,0.78,,,,,,,,,,,,,,,
2026-04-22,18:30 BST,AACG,MODE1_MOMENTUM,7.96,5.92,10.07,1.11,,,,3.5,3.5,False,1.81,3.5,False,1.81,3.5,,,,,,,,,,,,,,,
2026-04-23,15:30 BST,AACG,MODE1_MOMENTUM,7.54,5.08,51.58,1.24,-6.45,-3.23,True,-8.06,-3.23,True,-8.06,-3.23,True,-7.27,-3.23,,,,,,,,,,,,,,,
2026-04-24,15:30 BST,AACG,MODE1_MOMENTUM,10.0,18.73,23.72,1.3299,-6.0,11.29,True,-4.13,11.29,True,-5.26,11.29,True,-3.0,11.29,,,,,,,,,,,,,,,
2026-04-24,16:00 BST,AACG,MODE1_MOMENTUM,10.0,19.63,36.48,1.34,-4.48,2.24,True,-5.22,2.24,True,-4.85,2.24,True,-3.73,2.24,,,,,,,,,,,,,,,
2026-04-24,16:30 BST,AACG,MODE1_MOMENTUM,10.0,11.61,33.41,1.2501,1.99,2.39,False,2.23,2.39,False,1.99,2.39,False,3.19,3.19,,,,,,,,,,,,,,,
2026-04-24,17:00 BST,AACG,MODE1_MOMENTUM,10.0,14.28,31.89,1.28,-0.78,-0.0,False,-1.56,-0.0,True,0.78,0.78,True,0.78,0.78,,,,,,,,,,,,,,,
2026-04-24,17:30 BST,AACG,MODE1_MOMENTUM,10.0,13.83,27.35,1.275,0.24,0.39,False,-1.18,0.39,True,1.18,1.18,True,1.18,1.18,,,,,,,,,,,,,,,
2026-04-24,18:00 BST,AACG,MODE1_MOMENTUM,10.0,13.38,25.28,1.27,-0.79,0.63,True,0.39,0.79,True,1.57,1.57,True,1.57,1.57,,,,,,,,,,,,,,,
2026-04-24,18:30 BST,AACG,MODE1_MOMENTUM,10.0,14.1,24.04,1.278,-1.41,-0.63,True,-0.23,0.16,True,0.94,0.94,True,0.94,0.94,,,,,,,,,,,,,,,
2026-05-04,14:30 BST,AACG,RESISTANCE_WARNING,8.29,,,1.17,,,,,,,,,,,,1.175,4.0,resistance,0.43,0.12,1.0507,-3.42,-2.56,True,1.71,6.84,True,-2.56,6.84,True
2026-05-05,14:30 BST,AACG,RESISTANCE_WARNING,6.78,,,1.11,,,,,,,,,,,,1.125,4.0,resistance,1.33,0.12,0.9879,7.21,12.61,False,5.41,12.61,False,9.91,12.61,False
2026-05-06,15:30 BST,AACG,MODE1_MOMENTUM,9.46,8.93,25.01,1.22,0.82,0.82,False,-2.87,0.82,False,-1.64,0.82,True,0.82,0.82,,,,,,,,,,,,,,,
2026-05-06,16:00 BST,AACG,MODE1_MOMENTUM,9.91,9.82,21.88,1.23,-3.66,-3.66,True,-6.5,-3.66,True,-2.44,0.0,True,0.0,0.0,,,,,,,,,,,,,,,
2026-05-06,16:30 BST,AACG,MODE1_MOMENTUM,9.91,9.82,21.88,1.23,-3.66,-3.66,True,-6.5,-3.66,True,-0.81,0.0,True,0.0,0.0,,,,,,,,,,,,,,,
2026-05-06,17:00 BST,AACG,MODE1_MOMENTUM,7.9,5.8,19.68,1.185,-2.95,-2.95,False,1.27,3.8,False,3.8,3.8,False,3.8,3.8,,,,,,,,,,,,,,,
2026-05-06,17:30 BST,AACG,MODE1_MOMENTUM,7.9,5.8,19.68,1.185,-2.95,-2.95,False,1.27,3.8,False,3.8,3.8,False,3.8,3.8,,,,,,,,,,,,,,,
2026-05-06,14:30 BST,AACG,RESISTANCE_WARNING,9.0,,,1.13,,,,,,,,,,,,1.13,4.0,resistance,0.0,0.12,0.9971,5.31,10.62,False,0.88,10.62,False,5.31,10.62,False
2026-05-07,17:00 BST,AACG,MODE1_MOMENTUM,7.8,5.6,6.62,1.225,-1.22,-0.82,False,-4.08,-0.82,True,-2.86,-0.82,True,-2.86,-0.82,,,,,,,,,,,,,,,
2026-05-07,14:30 BST,AACG,SUPPORT_BOUNCE,6.87,,,1.19,,,,,,,,,,,,1.175,4.0,support,1.28,0.13,1.0364,-1.68,2.52,False,2.52,4.2,False,0.0,4.2,False
2026-05-08,14:30 BST,AACG,SUPPORT_BOUNCE,6.87,,,1.19,,,,,,,,,,,,1.175,4.0,support,1.28,0.14,1.0343,-4.2,4.2,False,0.0,4.2,False,0.0,4.2,False
2026-05-12,14:30 BST,AACG,SUPPORT_BOUNCE,6.78,,,1.14,,,,,,,,,,,,1.125,4.0,support,1.33,0.14,0.975,4.39,5.26,False,4.39,7.89,False,0.88,7.89,False
2026-05-13,14:30 BST,AACG,RESISTANCE_WARNING,5.0,,,1.22,,,,,,,,,,,,1.25,4.0,resistance,2.4,0.13,1.1071,-2.46,-1.64,False,-4.1,0.82,True,-4.1,3.28,True
2026-05-18,14:30 BST,AACG,RESISTANCE_WARNING,4.24,,,1.19,,,,,,,,,,,,1.225,4.0,resistance,2.86,0.1,1.1164,-3.36,0.0,False,-3.36,5.88,True,0.0,5.88,True
2026-05-25,14:30 BST,AACG,RESISTANCE_WARNING,5.6,,,1.2,,,,,,,,,,,,1.225,4.0,resistance,2.04,0.1,1.1221,-0.83,0.0,False,-5.0,0.83,True,-2.5,3.33,True
2026-05-26,14:30 BST,AACG,RESISTANCE_WARNING,5.6,,,1.2,,,,,,,,,,,,1.225,4.0,resistance,2.04,0.1,1.1221,-2.5,0.83,False,-1.67,3.33,True,-10.83,3.33,True
2026-05-27,14:30 BST,AACG,RESISTANCE_WARNING,7.61,,,1.19,,,,,,,,,,,,1.2,4.0,resistance,0.83,0.09,1.0957,-4.2,-1.68,False,-1.68,4.2,True,-8.4,4.2,True
2026-04-17,14:30 BST,AAOI,SUPPORT_BOUNCE,6.59,,,157.32,,,,,,,,,,,,155.075,4.0,support,1.45,15.22,139.4841,3.91,3.99,False,-5.02,10.23,True,3.08,10.23,True
2026-04-22,14:30 BST,AAOI,RESISTANCE_WARNING,4.52,,,150.57,,,,,,,,,,,,154.728,4.0,resistance,2.69,15.92,136.5831,-8.53,1.75,True,-3.18,9.5,True,1.5,9.5,True
2026-04-24,14:30 BST,AAOI,SUPPORT_BOUNCE,5.37,,,137.73,,,,,,,,,,,,134.795,4.0,support,2.18,16.33,116.2974,5.84,11.41,False,10.96,12.04,False,33.24,39.31,False
2026-04-28,14:30 BST,AAOI,SUPPORT_BOUNCE,5.56,,,145.78,,,,,,,,,,,,142.83,4.0,support,2.07,17.99,123.5931,4.84,5.86,False,25.88,31.62,False,23.86,31.62,False
2026-04-29,14:30 BST,AAOI,SUPPORT_BOUNCE,6.52,,,137.26,,,,,,,,,,,,135.25,4.0,support,1.49,17.6,116.8853,19.74,20.77,False,26.02,39.79,False,30.07,39.79,False
2026-05-01,14:30 BST,AAOI,SUPPORT_BOUNCE,8.87,,,164.36,,,,,,,,,,,,164.23,4.0,support,0.08,16.77,144.6954,5.24,15.3,False,8.63,15.3,False,-9.38,15.3,True
2026-05-08,14:30 BST,AAOI,RESISTANCE_WARNING,8.83,,,157.55,,,,,,,,,,,,157.71,4.0,resistance,0.1,20.06,135.3409,17.36,21.21,False,41.61,48.31,False,20.83,48.31,False
2026-05-11,15:00 BST,AAOI,MODE1_MOMENTUM,10.0,12.8,5.18,171.75,9.81,11.18,False,7.23,11.18,False,3.96,11.18,False,7.71,11.18,,,,,,,,,,,,,,,
2026-05-12,15:00 BST,AAOI,MODE1_MOMENTUM,9.78,9.56,5.36,195.01,-3.6,2.4,True,-7.7,2.4,True,-3.41,2.4,True,-3.48,2.4,,,,,,,,,,,,,,,
2026-05-12,14:30 BST,AAOI,RESISTANCE_WARNING,5.2,,,184.9,,,,,,,,,,,,189.2125,4.0,resistance,2.28,22.96,164.9673,20.66,26.38,False,2.95,26.38,False,-7.34,26.38,True
2026-05-13,14:30 BST,AAOI,RESISTANCE_WARNING,8.18,,,188.28,,,,,,,,,,,,189.2125,4.0,resistance,0.49,23.96,163.9694,8.12,16.28,False,-7.98,16.28,False,-12.23,16.28,True
2026-05-18,14:30 BST,AAOI,RESISTANCE_WARNING,8.14,,,190.36,,,,,,,,,,,,191.3495,4.0,resistance,0.52,25.29,164.2087,-10.0,-7.55,True,-7.12,-4.3,True,-6.69,2.42,True
2026-05-21,14:30 BST,AAOI,SUPPORT_BOUNCE,8.97,,,165.26,,,,,,,,,,,,165.2325,4.0,support,0.02,26.52,137.0682,9.82,10.41,False,8.82,17.97,False,-4.14,17.97,False
2026-05-27,14:30 BST,AAOI,SUPPORT_BOUNCE,8.65,,,177.62,,,,,,,,,,,,177.245,4.0,support,0.21,25.52,150.47,-4.84,3.16,False,4.53,8.08,True,3.63,15.85,True
2026-05-28,14:30 BST,AAOI,SUPPORT_BOUNCE,6.57,,,179.83,,,,,,,,,,,,177.245,4.0,support,1.46,25.8,150.1893,-11.91,-6.02,False,12.53,14.42,True,,14.42,True
2026-06-01,14:30 BST,AAOI,SUPPORT_BOUNCE,8.26,,,158.41,,,,,,,,,,,,157.71,4.0,support,0.44,23.79,131.6118,27.75,29.9,False,,29.9,False,,29.9,False
2026-06-04,14:30 BST,AAOI,SUPPORT_BOUNCE,7.4,,,184.07,,,,,,,,,,,,182.32,4.0,support,0.96,21.33,159.2211,,,,,,,,,
2026-04-17,14:30 BST,AA,SUPPORT_BOUNCE,7.44,,,70.2975,,,,,,,,,,,,69.6436,4.0,support,0.94,3.41,65.4026,-5.51,-4.55,True,-2.67,-1.47,True,-6.25,-1.47,True
2026-05-27,14:30 BST,AA,RESISTANCE_WARNING,7.34,,,74.57,,,,,,,,,,,,75.3199,4.0,resistance,1.0,3.1,71.2528,1.35,1.81,False,4.28,6.75,False,8.44,13.16,False
2026-05-28,14:30 BST,AA,RESISTANCE_WARNING,4.2,,,73.15,,,,,,,,,,,,75.3199,4.0,resistance,2.88,3.24,71.1098,6.14,6.25,False,14.55,15.35,False,,15.35,False
2026-05-29,14:30 BST,AA,SUPPORT_BOUNCE,8.99,,,75.58,,,,,,,,,,,,75.5745,4.0,support,0.01,3.32,71.7498,2.88,5.33,False,6.99,11.64,False,,11.64,False
2026-05-08,14:30 BST,AAPL,SUPPORT_BOUNCE,8.45,,,287.1754,,,,,,,,,,,,286.2363,4.0,support,0.33,6.68,277.6243,1.92,2.33,False,4.07,4.79,False,4.55,5.58,False
2026-05-11,14:30 BST,AAPL,SUPPORT_BOUNCE,7.71,,,293.05,,,,,,,,,,,,290.7971,4.0,support,0.77,6.92,280.8477,0.6,0.76,False,1.76,2.69,False,1.63,3.46,False
2026-05-12,14:30 BST,AAPL,RESISTANCE_WARNING,8.89,,,292.68,,,,,,,,,,,,292.8706,4.0,resistance,0.07,6.63,283.598,2.11,2.82,False,2.58,3.59,False,2.15,3.59,False
2026-05-18,14:30 BST,AAPL,RESISTANCE_WARNING,8.75,,,300.23,,,,,,,,,,,,300.685,4.0,resistance,0.15,6.66,289.8566,-0.42,0.09,False,1.59,1.77,False,2.7,3.86,False
2026-05-19,14:30 BST,AAPL,RESISTANCE_WARNING,7.37,,,297.84,,,,,,,,,,,,300.79,4.0,resistance,0.98,6.67,293.7769,1.48,1.67,False,3.69,4.55,False,4.37,5.18,False
2026-05-25,14:30 BST,AAPL,SUPPORT_BOUNCE,6.56,,,308.82,,,,,,,,,,,,304.37,4.0,support,1.46,5.74,297.0583,-0.16,0.97,False,1.19,1.44,False,-0.81,2.0,False
2026-05-26,14:30 BST,AAPL,SUPPORT_BOUNCE,6.56,,,308.82,,,,,,,,,,,,304.37,4.0,support,1.46,5.74,297.0583,0.66,1.44,False,1.05,2.0,False,2.07,2.15,False
2026-04-16,14:30 BST,AAL,SUPPORT_BOUNCE,8.79,,,12.17,,,,,,,,,,,,12.155,4.0,support,0.12,0.53,11.5693,5.01,10.19,False,-3.29,10.19,False,-3.2,10.19,True
2026-04-17,14:30 BST,AAL,SUPPORT_BOUNCE,6.73,,,12.27,,,,,,,,,,,,12.105,4.0,support,1.36,0.55,11.4829,-0.24,1.63,False,-6.28,1.63,True,-1.39,1.63,True
2026-04-22,14:30 BST,AAL,SUPPORT_BOUNCE,7.79,,,11.77,,,,,,,,,,,,11.685,4.0,support,0.73,0.63,10.9721,0.08,3.14,False,-0.76,3.82,False,-3.91,3.82,False
2026-04-27,14:30 BST,AAL,SUPPORT_BOUNCE,4.84,,,12.1,,,,,,,,,,,,11.805,4.0,support,2.5,0.63,11.1357,-3.8,-2.64,False,-3.22,-2.64,False,-2.4,0.91,False
2026-04-28,14:30 BST,ABBV,RESISTANCE_WARNING,8.08,,,197.38,,,,,,,,,,,,198.475,4.0,resistance,0.55,5.02,191.212,3.3,4.28,True,4.67,8.86,True,4.42,8.86,True
2026-04-29,14:30 BST,ABBV,SUPPORT_BOUNCE,8.24,,,197.69,,,,,,,,,,,,196.79,4.0,support,0.46,4.67,191.559,6.89,8.69,False,5.3,8.69,False,3.71,8.69,False
2026-05-11,14:30 BST,ABBV,SUPPORT_BOUNCE,4.97,,,201.55,,,,,,,,,,,,196.79,4.0,support,2.42,5.4,190.8279,3.13,4.85,False,4.57,5.93,False,3.9,6.63,False
2026-04-22,14:30 BST,ABLV,RESISTANCE_WARNING,7.82,,,0.844,,,,,,,,,,,,0.85,4.0,resistance,0.71,0.08,0.7577,-12.32,-4.03,True,-14.34,-4.03,True,-26.9,-4.03,True
2026-05-15,14:30 BST,ABLV,SUPPORT_BOUNCE,7.33,,,1.01,,,,,,,,,,,,1.0,4.0,support,1.0,0.11,0.8819,0.99,0.99,False,2.97,2.97,False,1.98,2.97,False
2026-05-18,14:30 BST,ABLV,RESISTANCE_WARNING,5.79,,,1.02,,,,,,,,,,,,1.04,4.0,resistance,1.92,0.11,0.9243,-0.98,-0.0,False,0.98,1.96,False,-0.98,1.96,False
2026-05-19,14:30 BST,ABLV,SUPPORT_BOUNCE,6.51,,,1.02,,,,,,,,,,,,1.005,4.0,support,1.49,0.1,0.8992,1.96,1.96,False,0.98,1.96,False,-1.96,1.96,False
2026-05-20,14:30 BST,ABLV,RESISTANCE_WARNING,7.37,,,1.01,,,,,,,,,,,,1.02,4.0,resistance,0.98,0.09,0.9221,1.98,1.98,False,-0.0,1.98,False,3.96,7.43,False
2026-05-21,14:30 BST,ABLV,RESISTANCE_WARNING,9.0,,,1.04,,,,,,,,,,,,1.04,4.0,resistance,0.0,0.09,0.9531,-0.96,-0.96,False,-3.85,-0.96,False,5.77,6.73,True
2026-05-22,14:30 BST,ABLV,RESISTANCE_WARNING,7.4,,,1.03,,,,,,,,,,,,1.04,4.0,resistance,0.96,0.09,0.9541,-1.94,-0.97,False,1.94,5.34,False,2.91,7.77,True
2026-05-25,14:30 BST,ABLV,RESISTANCE_WARNING,7.4,,,1.03,,,,,,,,,,,,1.04,4.0,resistance,0.96,0.08,0.9623,-1.94,-0.97,False,1.94,5.34,False,2.91,7.77,True
2026-05-26,14:30 BST,ABLV,RESISTANCE_WARNING,7.4,,,1.03,,,,,,,,,,,,1.04,4.0,resistance,0.96,0.08,0.9623,-2.91,-0.97,False,6.8,7.77,True,9.71,16.99,True
2026-05-27,14:30 BST,ABLV,RESISTANCE_WARNING,4.19,,,1.01,,,,,,,,,,,,1.04,4.0,resistance,2.88,0.08,0.963,3.96,7.43,False,4.95,9.9,True,9.9,19.31,True
2026-05-29,14:30 BST,ABLV,SUPPORT_BOUNCE,7.4,,,1.05,,,,,,,,,,,,1.04,4.0,support,0.96,0.08,0.9619,0.95,3.52,False,5.71,14.76,False,,14.76,False
2026-04-22,14:30 BST,ABNB,RESISTANCE_WARNING,8.89,,,142.65,,,,,,,,,,,,142.74,4.0,resistance,0.06,4.62,136.7752,-0.55,0.94,False,-1.11,0.94,False,-1.66,0.94,True
2026-04-24,14:30 BST,ABNB,RESISTANCE_WARNING,5.54,,,141.87,,,,,,,,,,,,144.88,4.0,resistance,2.08,4.6,139.2688,-0.57,1.27,False,-1.12,1.27,True,-0.15,1.27,True
2026-04-27,14:30 BST,ABNB,RESISTANCE_WARNING,6.63,,,142.82,,,,,,,,,,,,144.88,4.0,resistance,1.42,4.7,139.1711,-2.65,-0.78,True,-1.72,-0.57,True,-2.77,0.49,True
2026-05-21,14:30 BST,ABG,SUPPORT_BOUNCE,8.77,,,182.83,,,,,,,,,,,,182.575,4.0,support,0.14,7.36,173.225,2.67,2.85,False,6.09,7.74,False,2.67,7.78,False
2026-05-22,14:30 BST,ABG,SUPPORT_BOUNCE,6.44,,,185.38,,,,,,,,,,,,182.575,4.0,support,1.54,7.45,173.1336,2.5,3.55,False,5.05,6.3,False,0.67,6.3,False
2026-04-20,14:30 BST,ABOS,RESISTANCE_WARNING,4.82,,,2.82,,,,,,,,,,,,2.8925,4.0,resistance,2.51,0.19,2.6929,-3.19,2.13,False,-5.32,2.13,True,-10.64,2.13,True
2026-04-21,14:30 BST,ABOS,RESISTANCE_WARNING,5.97,,,2.84,,,,,,,,,,,,2.8925,4.0,resistance,1.82,0.19,2.6914,-1.06,0.7,False,-9.51,1.41,True,-13.38,1.41,True
2026-04-16,14:30 BST,ABCL,RESISTANCE_WARNING,5.82,,,3.86,,,,,,,,,,,,3.935,4.0,resistance,1.91,0.18,3.7392,3.89,4.92,False,3.37,4.92,False,4.92,11.14,False
2026-05-05,14:30 BST,ABCL,RESISTANCE_WARNING,6.32,,,4.59,,,,,,,,,,,,4.665,4.0,resistance,1.61,0.27,4.3291,9.8,10.02,False,14.16,14.38,False,7.84,22.66,False
2026-05-06,14:30 BST,ABCL,RESISTANCE_WARNING,8.82,,,4.66,,,,,,,,,,,,4.665,4.0,resistance,0.11,0.3,4.2969,3.43,12.45,False,12.66,20.82,False,2.36,20.82,False
2026-05-14,14:30 BST,ABCL,SUPPORT_BOUNCE,5.98,,,4.77,,,,,,,,,,,,4.685,4.0,support,1.81,0.42,4.2453,-14.26,-10.19,True,-15.09,-10.19,True,7.76,13.84,True
2026-05-15,14:30 BST,ABCL,RESISTANCE_WARNING,5.75,,,4.4,,,,,,,,,,,,4.4875,4.0,resistance,1.95,0.43,4.0153,-5.45,-3.3,True,3.86,4.77,True,18.18,23.41,True
2026-05-21,14:30 BST,ABCL,RESISTANCE_WARNING,8.09,,,4.57,,,,,,,,,,,,4.595,4.0,resistance,0.54,0.45,4.1248,13.79,18.82,False,19.04,21.23,False,35.01,36.54,False
2026-06-04,14:30 BST,ABCL,SUPPORT_BOUNCE,4.67,,,5.72,,,,,,,,,,,,5.575,4.0,support,2.6,0.49,5.0368,,,,,,,,,
2026-05-12,14:30 BST,ABEV,RESISTANCE_WARNING,4.55,,,3.28,,,,,,,,,,,,3.37,4.0,resistance,2.67,0.11,3.2307,-3.96,0.3,True,-6.4,0.3,True,-3.96,0.3,True
2026-05-22,14:30 BST,ABEV,RESISTANCE_WARNING,4.05,,,3.27,,,,,,,,,,,,3.37,4.0,resistance,2.97,0.12,3.2157,-0.0,1.22,False,-2.14,1.83,True,-0.92,1.83,True
2026-04-23,14:30 BST,ABEO,RESISTANCE_WARNING,8.7,,,5.63,,,,,,,,,,,,5.64,4.0,resistance,0.18,0.25,5.35,-4.26,-1.42,True,-4.8,-1.42,True,-3.02,-1.42,True
2026-04-24,14:30 BST,ABEO,RESISTANCE_WARNING,4.31,,,5.52,,,,,,,,,,,,5.68,4.0,resistance,2.82,0.25,5.3621,-3.26,-0.72,True,-3.26,-0.72,True,-1.63,0.18,True
2026-05-06,14:30 BST,ABEO,SUPPORT_BOUNCE,5.5,,,5.83,,,,,,,,,,,,5.71,4.0,support,2.1,0.24,5.4343,-1.03,2.92,False,0.51,3.26,False,-2.06,3.26,False
2026-05-08,14:30 BST,ABEO,SUPPORT_BOUNCE,7.25,,,5.77,,,,,,,,,,,,5.71,4.0,support,1.05,0.26,5.4093,1.56,4.33,False,-1.04,4.33,False,-4.85,4.33,False
2026-05-11,14:30 BST,ABEO,RESISTANCE_WARNING,5.14,,,5.9,,,,,,,,,,,,6.04,4.0,resistance,2.32,0.27,5.735,-3.73,-1.19,True,-5.08,0.51,True,-8.98,0.51,True
2026-05-12,14:30 BST,ABEO,RESISTANCE_WARNING,4.84,,,5.86,,,,,,,,,,,,6.01,4.0,resistance,2.5,0.26,5.7,-2.56,1.19,True,-6.31,1.19,True,-12.63,1.19,True
2026-05-29,14:30 BST,ABEO,RESISTANCE_WARNING,4.37,,,5.78,,,,,,,,,,,,5.945,4.0,resistance,2.78,0.26,5.6014,-2.6,-0.35,True,-1.9,1.21,True,0.69,2.94,True
2026-04-16,14:30 BST,ABSI,RESISTANCE_WARNING,4.03,,,3.17,,,,,,,,,,,,3.2675,4.0,resistance,2.98,0.19,3.0461,12.93,17.82,False,23.03,29.31,False,25.24,30.91,False
2026-04-17,14:30 BST,ABSI,RESISTANCE_WARNING,7.09,,,3.23,,,,,,,,,,,,3.2675,4.0,resistance,1.15,0.2,3.0396,22.29,23.22,False,13.93,28.48,False,21.98,28.48,False
2026-04-21,14:30 BST,ABSI,SUPPORT_BOUNCE,8.58,,,3.95,,,,,,,,,,,,3.94,4.0,support,0.25,0.25,3.6481,-6.84,5.06,True,-0.25,5.06,True,23.04,27.59,True
2026-04-22,14:30 BST,ABSI,RESISTANCE_WARNING,7.31,,,3.9,,,,,,,,,,,,3.94,4.0,resistance,1.02,0.25,3.6464,1.79,2.56,True,24.36,24.87,True,20.77,29.23,True
2026-04-24,14:30 BST,ABSI,SUPPORT_BOUNCE,7.73,,,3.97,,,,,,,,,,,,3.94,4.0,support,0.76,0.28,3.6199,22.17,22.67,False,18.64,26.95,False,23.93,30.98,False
2026-04-27,14:30 BST,ABSI,RESISTANCE_WARNING,9.0,,,3.94,,,,,,,,,,,,3.94,4.0,resistance,0.0,0.27,3.6256,23.35,27.92,False,26.27,31.98,False,42.64,43.91,False
2026-05-12,14:30 BST,ABSI,SUPPORT_BOUNCE,6.96,,,5.78,,,,,,,,,,,,5.71,4.0,support,1.23,0.58,5.0083,-8.3,-3.81,False,-11.25,3.29,True,-19.9,3.29,True
2026-05-14,14:30 BST,ABSI,SUPPORT_BOUNCE,7.91,,,5.3,,,,,,,,,,,,5.2655,4.0,support,0.66,0.58,4.6244,-3.21,3.21,False,-12.64,3.21,True,-3.96,3.21,True
